id	Cancer1	Cancer2	Normal1	Normal2
ENSG00000016391	9.36889931804545	8.91191305157284	7.15981500417876	7.77661132426506
ENSG00000016402	-1.39333536745283	-1.42876634598818	-1.46920930424715	-1.45762361049808
ENSG00000016490	-0.801230439275371	-0.83648046399899	-0.226080062683277	-0.843707367954038
ENSG00000016602	1.64214851548712	4.96268796935295	2.77402884515444	2.04640485832646
ENSG00000016864	11.676888475869	10.5958034557064	10.5647025284334	10.3388251523401
ENSG00000017260	12.3621795953506	11.2378070617748	10.6347138963223	10.9283178686321
ENSG00000017427	12.2671859086311	12.0009063883838	11.9963300102581	10.901057695128
ENSG00000017483	11.0370409103477	10.4891848877538	10.2513221589893	10.6737292643221
ENSG00000017797	10.6875106099489	10.4600162037341	9.48149810459892	10.7128555063554
ENSG00000018189	10.7080196838206	10.2669206218878	11.0580655204077	10.6780779720579
ENSG00000018236	6.39944555121991	7.23462020036174	7.16376931539149	6.6853225567208
ENSG00000018280	7.56189785240287	7.8965759587125	8.07354851005083	8.04889823948429
ENSG00000018408	6.42287010599909	6.4497919007778	7.47893648199217	6.56753112267815
ENSG00000018510	10.4201211014457	10.090048131172	10.095948561737	9.29794032264992
ENSG00000018607	-1.90407117417925	-1.91976555625376	-1.94222490728855	-1.93254806900292
ENSG00000018610	9.36015426322203	9.04293673446562	9.23967731543098	9.23434718803341
ENSG00000018625	4.26840612390305	4.91992934638193	4.82347246849974	4.42525530237404
ENSG00000018699	8.85673332221359	8.92123685734904	8.86037040154752	8.36326275741272
ENSG00000018869	3.19662300528333	5.91913771317306	5.86357850892976	4.65544436992103
ENSG00000019102	2.24686453463202	2.49834372225608	1.95391689706095	1.72944800925265
ENSG00000019144	7.73532144696211	7.96322067176728	8.1695426939266	8.44028086489691
ENSG00000019169	0.964194814715366	-0.0913453786286901	-0.14297385902703	1.93309403572204
ENSG00000019186	1.08560143305895	2.18853506965605	1.63090319125794	1.43333602970397
ENSG00000019485	7.77736114934081	7.9110573900168	8.75273744468961	7.64405139402143
ENSG00000019505	3.37982102111697	4.39065919050782	3.74588386593986	3.39566471962108
ENSG00000019549	3.29689809821892	3.0629447053387	3.30877895879497	4.93148458920106
ENSG00000019582	14.225237295286	15.7809844947771	14.8518600450362	13.6437573611376
ENSG00000019991	12.6644732886997	7.8642088308283	7.28795148260055	7.91287775460161
ENSG00000019995	10.5835893762145	10.6118366948098	10.4224155093991	10.7189431927275
ENSG00000020129	10.9125063815156	10.2719316938177	9.96995654875733	10.0571003869517
ENSG00000020181	6.6417640323241	8.29318324578257	7.01845285810825	7.53419886070006
ENSG00000020219	1.7387427885393	1.25684727151207	1.73164241852407	1.45067087787815
ENSG00000020256	9.7133930977714	9.86097313498152	9.32704359953951	9.48022592187418
ENSG00000020426	8.7321068244523	8.34077157932097	8.22960369069992	8.40551594760083
ENSG00000020577	7.55110176852563	8.59243908633256	6.91073447917894	7.15917340626471
ENSG00000020633	10.7387432223378	10.310956120308	11.4577409552139	10.1322146360576
ENSG00000020922	10.7103003079751	10.2032081498585	10.4762499694721	10.1295923796296
ENSG00000021300	8.54016290151569	8.76478009594788	8.86215343096107	8.97748644972752
ENSG00000021355	11.0804083111218	10.074125541017	9.69827016539724	10.3626416865115
ENSG00000021461	5.50446283822716	7.06869746531956	5.99023115940672	6.83162222216778
ENSG00000021488	4.9857267836676	5.70168968722757	5.53416011179379	5.53739255726639
ENSG00000021574	9.78732967154864	9.75863356208356	9.35727436407059	9.27555290152865
ENSG00000021645	5.52014426609446	6.17553013473708	6.13315800908309	6.6781437820675
ENSG00000021762	7.63088225225817	7.2728188052336	7.48993903000039	5.67889795459346
ENSG00000021776	11.7053407552923	11.6039063696833	10.9299329336106	10.9297559257753
ENSG00000021826	7.55196266125963	5.74728678706504	4.7454772298967	5.7096400436199
ENSG00000021852	-0.870694928928018	-0.91331414160025	-0.927180011598339	-0.921675006867087
ENSG00000022267	6.63393760110251	8.22747406774466	6.69860828337672	7.42245643985756
ENSG00000022277	10.4758111411767	9.73764296141323	10.107776275545	10.1575093648013
ENSG00000022355	2.67694173575863	3.13872563751488	3.45449428638312	3.0675972375126
ENSG00000022556	7.81888173673589	7.23065981404587	7.44667766725125	9.94978354695862
ENSG00000022567	9.36857246998582	10.4740858047905	9.57916054458316	9.24169947144476
ENSG00000022840	12.5322654478597	11.9166231712471	12.1075161047401	11.937829170151
ENSG00000022976	9.62172546296429	9.57355960603593	9.10447739819661	9.41260424753638
ENSG00000023041	9.72093656186475	9.36643351504711	9.47579040745405	9.31391531506355
ENSG00000023171	4.75849310699035	5.74869969615901	4.78038460411508	5.3131101098492
ENSG00000023191	11.4438638529659	11.4159950040826	11.0383011994676	11.4260939694297
ENSG00000023228	11.8282670507857	11.8842982418559	11.4227193542955	10.7289919794127
ENSG00000023287	12.16980404365	11.9259959575773	11.6170909346641	12.2097563906889
ENSG00000023318	12.8036947647399	11.2820977787473	11.0183772324457	11.3659458294176
ENSG00000023330	9.9676217813188	9.14693156161539	8.67814367515052	8.51278840730189
ENSG00000023445	9.32114376813276	15.1031131643442	12.3959438359181	9.30686017479902
ENSG00000023516	11.8521496293488	11.2902948945173	11.3420391274142	11.2324266291347
ENSG00000023572	7.90297891887617	7.4250025430802	6.62506911835019	6.39697751500064
ENSG00000023608	7.96688345595009	8.0888512679891	8.35028531365695	8.16127447998722
ENSG00000023697	8.84814334090758	8.64997169386862	8.62864713340089	8.90562821503283
ENSG00000023734	11.2534536391686	10.6481950048325	10.7474048826471	11.1619575202195
ENSG00000023839	7.74170438844464	8.50032395536943	7.48456168461695	7.36731904034545
ENSG00000023892	11.5685026452362	11.6510042529333	11.2423219876559	11.0318030054414
ENSG00000023902	7.04468179703417	10.5850685423532	10.2363497137988	7.4808229166811
ENSG00000023909	7.8048384556242	8.37471109083297	8.40272949696617	7.94915127478978
ENSG00000024048	12.6724172166963	12.2998326287471	12.184943036195	11.7965737171811
ENSG00000024422	5.91956914599982	5.90036663636152	5.84561084906018	6.16702858550662
ENSG00000024526	6.56771110290876	6.25423832200815	7.00031189206581	5.22595248072624
ENSG00000024862	9.49180038647779	9.11219337788482	8.82095599398112	9.02758559648808
ENSG00000025039	12.4518150404212	11.7812835466386	10.5970467006607	11.5429302698631
ENSG00000025156	8.84299266882807	8.50164635174737	8.08877803660131	9.00874506613149
